ONET_SOC_CODE,title,essential_skills_importance_ranked,essential_skills_level_ranked,essential_skills_reading_comprehension_importance,essential_skills_reading_comprehension_level,essential_skills_active_listening_importance,essential_skills_active_listening_level,essential_skills_writing_importance,essential_skills_writing_level,essential_skills_speaking_importance,essential_skills_speaking_level,essential_skills_mathematics_importance,essential_skills_mathematics_level,essential_skills_science_importance,essential_skills_science_level,essential_skills_critical_thinking_importance,essential_skills_critical_thinking_level,essential_skills_active_learning_importance,essential_skills_active_learning_level,essential_skills_learning_strategies_importance,essential_skills_learning_strategies_level,essential_skills_monitoring_importance,essential_skills_monitoring_level
51-3021.00,Butchers and Meat Cutters,active_listening|reading_comprehension|speaking|critical_thinking|monitoring|active_learning|mathematics|writing|learning_strategies|science,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|writing|active_learning|mathematics|learning_strategies|science,3.0,3.0,3.12,3.0,2.25,2.75,3.0,3.0,2.38,2.0,1.25,0.25,3.0,3.0,2.5,2.12,2.25,2.0,3.0,2.88
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",active_listening|speaking|critical_thinking|monitoring|reading_comprehension|active_learning|mathematics|learning_strategies|writing|science,critical_thinking|speaking|monitoring|reading_comprehension|active_listening|active_learning|learning_strategies|writing|mathematics|science,2.38,2.25,3.12,2.25,2.12,2.12,3.0,2.62,2.25,1.88,1.0,0.0,3.0,2.88,2.38,2.25,2.25,2.25,3.0,2.62
51-3023.00,Slaughterers and Meat Packers,speaking|active_listening|critical_thinking|monitoring|active_learning|learning_strategies|reading_comprehension|writing|mathematics|science,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|active_learning|learning_strategies|writing|mathematics|science,1.88,1.75,2.62,2.25,1.75,1.0,2.75,1.88,1.75,0.75,1.0,0.0,2.38,1.88,2.0,1.5,2.0,1.25,2.25,1.88
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",monitoring|reading_comprehension|active_listening|critical_thinking|speaking|writing|active_learning|learning_strategies|science|mathematics,critical_thinking|monitoring|reading_comprehension|active_listening|writing|speaking|active_learning|learning_strategies|science|mathematics,3.12,2.88,3.12,2.88,2.88,2.88,3.0,2.88,1.5,0.75,1.75,0.88,3.12,3.0,2.5,2.62,2.5,2.5,3.5,3.0
51-3092.00,Food Batchmakers,reading_comprehension|critical_thinking|active_listening|speaking|writing|monitoring|mathematics|active_learning|learning_strategies|science,reading_comprehension|active_listening|speaking|monitoring|writing|critical_thinking|mathematics|active_learning|learning_strategies|science,3.12,3.0,3.0,3.0,2.88,2.88,3.0,3.0,2.75,2.38,2.0,1.75,3.12,2.88,2.75,2.12,2.12,2.0,2.88,3.0
51-3093.00,Food Cooking Machine Operators and Tenders,reading_comprehension|monitoring|active_listening|critical_thinking|writing|speaking|active_learning|learning_strategies|mathematics|science,active_listening|monitoring|reading_comprehension|writing|speaking|critical_thinking|active_learning|learning_strategies|mathematics|science,3.12,2.75,3.0,3.0,2.75,2.62,2.62,2.38,2.0,1.88,1.88,1.38,3.0,2.38,2.62,2.38,2.12,2.0,3.12,2.88
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",monitoring|speaking|critical_thinking|active_listening|reading_comprehension|active_learning|writing|mathematics|learning_strategies|science,monitoring|reading_comprehension|critical_thinking|active_listening|speaking|mathematics|active_learning|writing|learning_strategies|science,2.75,2.88,2.88,2.75,2.25,2.0,3.0,2.62,2.25,2.25,1.38,0.38,3.0,2.88,2.62,2.25,2.12,2.0,3.25,3.12
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",monitoring|reading_comprehension|active_listening|speaking|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,reading_comprehension|active_listening|critical_thinking|monitoring|speaking|writing|mathematics|active_learning|learning_strategies|science,2.88,3.0,2.88,3.0,2.38,2.5,2.88,2.88,2.12,2.12,1.25,0.25,2.88,3.0,2.0,2.0,1.88,1.75,3.12,3.0
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",monitoring|speaking|active_listening|critical_thinking|reading_comprehension|active_learning|learning_strategies|writing|mathematics|science,critical_thinking|active_learning|monitoring|reading_comprehension|active_listening|speaking|learning_strategies|writing|mathematics|science,3.0,2.88,3.12,2.75,2.62,2.62,3.25,2.75,2.38,2.5,1.38,0.38,3.12,3.0,3.0,3.0,2.88,2.75,3.5,3.0
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",active_listening|speaking|critical_thinking|monitoring|reading_comprehension|active_learning|writing|mathematics|learning_strategies|science,reading_comprehension|critical_thinking|monitoring|active_listening|speaking|writing|active_learning|mathematics|learning_strategies|science,2.75,3.0,3.0,2.88,2.5,2.12,3.0,2.88,2.0,2.0,1.5,0.5,3.0,3.0,2.75,2.12,2.0,2.0,3.0,3.0
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",reading_comprehension|monitoring|active_listening|speaking|critical_thinking|active_learning|mathematics|writing|learning_strategies|science,monitoring|reading_comprehension|active_listening|speaking|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,3.12,3.0,3.0,3.0,2.25,2.75,3.0,3.0,2.5,2.62,1.75,1.12,3.0,3.0,2.75,2.12,2.12,2.12,3.12,3.12
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",reading_comprehension|critical_thinking|monitoring|active_listening|speaking|active_learning|mathematics|writing|learning_strategies|science,monitoring|critical_thinking|reading_comprehension|active_listening|speaking|mathematics|active_learning|writing|learning_strategies|science,3.0,2.62,2.75,2.62,2.25,2.0,2.75,2.62,2.38,2.5,1.5,0.5,2.88,2.75,2.5,2.12,2.0,2.0,2.88,2.88
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",reading_comprehension|active_listening|monitoring|speaking|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,monitoring|reading_comprehension|active_listening|critical_thinking|speaking|mathematics|writing|active_learning|learning_strategies|science,3.0,2.88,3.0,2.88,2.25,2.0,2.75,2.62,2.12,2.12,1.75,0.75,2.62,2.75,2.0,2.0,2.0,1.88,3.0,3.0
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",critical_thinking|monitoring|active_listening|reading_comprehension|speaking|writing|mathematics|active_learning|learning_strategies|science,monitoring|critical_thinking|active_listening|reading_comprehension|mathematics|speaking|active_learning|writing|learning_strategies|science,2.88,2.75,3.0,2.88,2.62,2.25,2.88,2.5,2.62,2.75,1.38,0.38,3.12,3.0,2.62,2.38,2.12,2.12,3.12,3.12
51-4041.00,Machinists,critical_thinking|monitoring|active_listening|speaking|reading_comprehension|mathematics|active_learning|writing|learning_strategies|science,critical_thinking|monitoring|reading_comprehension|speaking|active_listening|active_learning|mathematics|writing|learning_strategies|science,2.88,3.0,3.0,2.88,2.5,2.62,3.0,3.0,2.88,2.75,1.5,0.75,3.12,3.12,2.75,2.88,2.12,2.38,3.12,3.12
51-4051.00,Metal-Refining Furnace Operators and Tenders,monitoring|reading_comprehension|active_listening|speaking|critical_thinking|active_learning|writing|mathematics|learning_strategies|science,monitoring|active_listening|critical_thinking|reading_comprehension|speaking|writing|mathematics|active_learning|learning_strategies|science,3.0,2.88,3.0,3.0,2.75,2.75,3.0,2.88,2.5,2.62,2.0,1.62,3.0,3.0,2.88,2.12,2.25,2.0,3.62,3.12
51-4052.00,"Pourers and Casters, Metal",active_listening|critical_thinking|monitoring|reading_comprehension|speaking|active_learning|learning_strategies|writing|mathematics|science,active_listening|critical_thinking|monitoring|speaking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.75,2.62,3.0,3.0,2.0,2.12,2.75,2.75,2.0,1.5,1.88,1.0,3.0,3.0,2.25,2.0,2.25,2.0,3.0,3.0
51-4061.00,"Model Makers, Metal and Plastic",critical_thinking|monitoring|reading_comprehension|active_listening|speaking|mathematics|active_learning|writing|learning_strategies|science,critical_thinking|monitoring|reading_comprehension|mathematics|active_listening|speaking|active_learning|writing|learning_strategies|science,2.88,2.88,2.75,2.75,2.38,2.5,2.62,2.62,2.62,2.88,1.62,0.75,3.25,3.25,2.5,2.62,2.0,2.0,3.12,3.0
51-4062.00,"Patternmakers, Metal and Plastic",reading_comprehension|critical_thinking|active_listening|speaking|monitoring|active_learning|mathematics|writing|learning_strategies|science,reading_comprehension|critical_thinking|monitoring|active_listening|speaking|mathematics|writing|active_learning|learning_strategies|science,3.12,3.0,3.0,2.88,2.12,2.12,3.0,2.88,2.25,2.38,1.62,0.75,3.12,3.0,2.62,2.12,2.0,2.0,3.0,3.0
51-4071.00,Foundry Mold and Coremakers,monitoring|active_listening|critical_thinking|speaking|active_learning|reading_comprehension|writing|mathematics|learning_strategies|science,monitoring|critical_thinking|active_listening|active_learning|reading_comprehension|speaking|writing|mathematics|learning_strategies|science,2.25,2.0,2.88,2.25,2.0,1.75,2.62,1.88,2.0,1.75,1.25,0.25,2.88,2.5,2.38,2.12,2.0,1.5,3.0,2.62
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",active_listening|reading_comprehension|monitoring|speaking|critical_thinking|active_learning|writing|mathematics|learning_strategies|science,reading_comprehension|active_listening|monitoring|critical_thinking|writing|speaking|active_learning|learning_strategies|mathematics|science,3.12,3.0,3.25,3.0,2.62,2.5,3.0,2.38,2.25,2.12,1.12,0.25,3.0,2.62,2.88,2.25,2.25,2.25,3.12,3.0
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",monitoring|reading_comprehension|active_listening|speaking|critical_thinking|active_learning|writing|learning_strategies|mathematics|science,critical_thinking|reading_comprehension|active_listening|monitoring|speaking|active_learning|writing|learning_strategies|mathematics|science,3.0,3.0,3.0,3.0,2.75,2.75,3.0,2.88,2.25,2.12,1.25,0.38,3.0,3.12,2.88,2.88,2.38,2.75,3.12,3.0
51-4111.00,Tool and Die Makers,critical_thinking|monitoring|active_listening|active_learning|reading_comprehension|speaking|mathematics|writing|learning_strategies|science,reading_comprehension|critical_thinking|active_learning|active_listening|monitoring|mathematics|speaking|writing|learning_strategies|science,2.88,3.12,3.0,3.0,2.25,2.5,2.88,2.75,2.75,2.88,1.75,1.25,3.12,3.12,3.0,3.12,2.12,2.12,3.12,3.0
51-4121.00,"Welders, Cutters, Solderers, and Brazers",monitoring|critical_thinking|active_listening|speaking|reading_comprehension|active_learning|mathematics|learning_strategies|writing|science,monitoring|active_listening|critical_thinking|reading_comprehension|mathematics|speaking|learning_strategies|active_learning|writing|science,2.5,2.12,2.62,2.38,1.75,1.5,2.62,2.0,2.12,2.12,1.62,1.0,2.88,2.38,2.25,1.75,2.0,2.0,3.0,2.75
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",reading_comprehension|active_listening|speaking|critical_thinking|monitoring|active_learning|writing|mathematics|learning_strategies|science,reading_comprehension|critical_thinking|monitoring|active_listening|speaking|writing|active_learning|mathematics|learning_strategies|science,3.0,3.0,3.0,2.88,2.25,2.25,3.0,2.88,2.12,1.88,1.75,0.88,3.0,3.0,2.62,2.0,2.0,1.88,3.0,3.0
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",active_listening|speaking|monitoring|critical_thinking|reading_comprehension|writing|mathematics|active_learning|learning_strategies|science,monitoring|reading_comprehension|critical_thinking|active_listening|mathematics|learning_strategies|writing|speaking|active_learning|science,2.88,3.0,3.12,2.88,2.88,2.62,3.12,2.62,2.88,2.88,2.0,1.12,3.0,3.0,2.75,2.62,2.62,2.75,3.12,3.38
51-4192.00,"Layout Workers, Metal and Plastic",mathematics|reading_comprehension|critical_thinking|monitoring|active_listening|speaking|active_learning|writing|learning_strategies|science,mathematics|critical_thinking|monitoring|reading_comprehension|active_listening|writing|active_learning|speaking|learning_strategies|science,3.0,2.88,2.88,2.88,2.5,2.88,2.88,2.5,3.12,3.12,1.25,0.38,3.0,3.12,2.75,2.62,2.12,2.0,3.0,3.0
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",reading_comprehension|active_listening|monitoring|speaking|critical_thinking|writing|learning_strategies|active_learning|mathematics|science,active_listening|monitoring|reading_comprehension|speaking|critical_thinking|writing|active_learning|learning_strategies|science|mathematics,3.12,2.88,3.12,3.0,2.75,2.62,3.0,2.75,2.0,1.38,2.0,1.88,3.0,2.75,2.12,2.12,2.25,2.12,3.12,3.0
51-4194.00,"Tool Grinders, Filers, and Sharpeners",monitoring|critical_thinking|active_listening|speaking|reading_comprehension|mathematics|active_learning|writing|learning_strategies|science,reading_comprehension|active_listening|mathematics|monitoring|critical_thinking|active_learning|writing|speaking|learning_strategies|science,2.75,2.88,2.88,2.88,2.38,2.25,2.88,2.25,2.75,2.88,1.38,0.38,3.0,2.75,2.5,2.38,2.12,2.12,3.12,2.88
51-5111.00,Prepress Technicians and Workers,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,speaking|reading_comprehension|active_listening|critical_thinking|active_learning|monitoring|writing|learning_strategies|mathematics|science,3.0,3.0,3.12,3.0,2.88,2.88,3.12,3.12,2.0,2.0,1.62,0.88,3.12,3.0,2.88,3.0,2.38,2.25,3.12,3.0
51-5112.00,Printing Press Operators,monitoring|reading_comprehension|active_listening|speaking|critical_thinking|active_learning|writing|mathematics|learning_strategies|science,monitoring|reading_comprehension|critical_thinking|active_listening|speaking|active_learning|writing|learning_strategies|mathematics|science,3.12,3.12,3.12,3.0,2.38,2.62,3.12,3.0,2.12,2.0,1.0,0.0,3.12,3.12,2.88,2.88,2.12,2.12,3.25,3.25
51-5113.00,Print Binding and Finishing Workers,critical_thinking|reading_comprehension|monitoring|speaking|active_listening|writing|active_learning|learning_strategies|mathematics|science,critical_thinking|monitoring|reading_comprehension|active_listening|learning_strategies|speaking|writing|active_learning|mathematics|science,3.12,2.88,2.88,2.88,2.75,2.62,3.0,2.75,2.12,2.12,1.12,0.12,3.25,3.0,2.5,2.38,2.5,2.88,3.12,3.0
51-6011.00,Laundry and Dry-Cleaning Workers,active_listening|monitoring|critical_thinking|speaking|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,critical_thinking|monitoring|reading_comprehension|active_listening|active_learning|writing|speaking|learning_strategies|mathematics|science,2.5,2.25,2.88,2.25,2.0,2.0,2.62,2.0,1.62,0.75,1.0,0.0,2.75,2.38,2.25,2.25,1.88,1.75,2.88,2.38
51-6021.00,"Pressers, Textile, Garment, and Related Materials",critical_thinking|monitoring|speaking|active_learning|reading_comprehension|active_listening|writing|learning_strategies|mathematics|science,critical_thinking|monitoring|active_listening|speaking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.0,1.75,2.0,2.0,1.75,1.5,2.12,2.0,1.62,0.75,1.0,0.0,2.5,2.25,2.12,1.5,1.75,1.0,2.38,2.12
51-6031.00,Sewing Machine Operators,monitoring|active_listening|critical_thinking|reading_comprehension|speaking|active_learning|learning_strategies|writing|mathematics|science,monitoring|reading_comprehension|active_listening|critical_thinking|writing|learning_strategies|speaking|mathematics|active_learning|science,2.62,2.12,2.75,2.12,2.0,2.0,2.12,1.88,2.0,1.88,1.0,0.0,2.75,2.12,2.12,1.88,2.12,2.0,3.12,2.5
51-6041.00,Shoe and Leather Workers and Repairers,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|active_learning|writing|mathematics|learning_strategies|science,critical_thinking|monitoring|active_listening|reading_comprehension|speaking|active_learning|writing|mathematics|learning_strategies|science,2.88,2.25,3.0,2.5,2.12,2.12,3.0,2.25,1.88,1.25,1.0,0.0,3.0,2.88,2.38,2.25,1.62,0.88,3.0,2.62
51-6042.00,Shoe Machine Operators and Tenders,reading_comprehension|active_listening|critical_thinking|monitoring|speaking|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|monitoring|speaking|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,3.12,2.88,3.0,2.88,2.12,2.0,2.75,2.75,2.0,1.88,1.12,0.12,3.0,2.5,2.12,1.88,2.12,1.38,3.0,2.88
51-6051.00,"Sewers, Hand",active_listening|speaking|monitoring|reading_comprehension|critical_thinking|active_learning|mathematics|learning_strategies|writing|science,monitoring|reading_comprehension|active_listening|mathematics|critical_thinking|active_learning|learning_strategies|speaking|writing|science,2.5,2.25,2.62,2.25,1.88,1.75,2.62,1.88,2.0,2.12,1.0,0.0,2.5,2.12,2.38,2.0,2.0,2.0,2.62,2.38
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",active_listening|speaking|critical_thinking|monitoring|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,active_listening|critical_thinking|speaking|reading_comprehension|active_learning|monitoring|writing|learning_strategies|mathematics|science,2.62,2.62,3.0,3.0,2.5,2.25,3.0,2.88,1.88,1.62,1.0,0.0,3.0,3.0,2.62,2.62,2.0,1.75,2.75,2.62
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,active_listening|monitoring|reading_comprehension|speaking|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,active_listening|reading_comprehension|speaking|critical_thinking|monitoring|writing|mathematics|active_learning|learning_strategies|science,2.88,2.75,3.0,2.88,2.5,2.5,2.88,2.75,2.5,2.38,1.62,0.62,2.88,2.75,2.12,2.12,2.0,2.0,3.0,2.75
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",monitoring|active_listening|speaking|critical_thinking|reading_comprehension|writing|active_learning|mathematics|learning_strategies|science,monitoring|critical_thinking|reading_comprehension|active_listening|writing|speaking|mathematics|active_learning|learning_strategies|science,2.75,2.62,3.0,2.5,2.62,2.25,3.0,2.12,2.12,2.12,1.0,0.0,2.88,2.75,2.5,2.0,2.0,2.0,3.12,3.25
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",monitoring|active_listening|speaking|critical_thinking|reading_comprehension|writing|learning_strategies|active_learning|mathematics|science,monitoring|active_listening|reading_comprehension|speaking|critical_thinking|writing|learning_strategies|active_learning|mathematics|science,2.75,2.38,3.0,2.5,2.38,2.0,2.88,2.38,1.88,1.12,1.12,0.12,2.88,2.25,2.0,1.5,2.12,1.75,3.12,3.0
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",speaking|active_listening|critical_thinking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,critical_thinking|monitoring|active_listening|speaking|reading_comprehension|active_learning|writing|mathematics|learning_strategies|science,2.5,2.12,3.0,2.5,2.38,2.0,3.12,2.38,2.0,2.0,1.0,0.0,3.0,3.0,2.38,2.12,2.38,2.0,3.0,3.0
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",monitoring|active_listening|speaking|reading_comprehension|critical_thinking|active_learning|writing|learning_strategies|mathematics|science,monitoring|active_listening|critical_thinking|speaking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.88,2.75,3.0,3.0,2.62,2.62,3.0,2.88,2.0,1.88,1.25,0.62,2.88,3.0,2.75,2.62,2.25,2.12,3.5,3.12
51-6092.00,Fabric and Apparel Patternmakers,critical_thinking|active_listening|reading_comprehension|speaking|mathematics|active_learning|monitoring|writing|learning_strategies|science,active_listening|critical_thinking|reading_comprehension|monitoring|speaking|mathematics|active_learning|learning_strategies|writing|science,3.12,3.25,3.38,3.38,3.0,2.88,3.12,3.0,3.12,3.0,1.12,0.12,3.75,3.38,3.12,3.0,3.0,3.0,3.12,3.25
51-6093.00,Upholsterers,critical_thinking|reading_comprehension|active_listening|speaking|active_learning|monitoring|learning_strategies|writing|mathematics|science,critical_thinking|reading_comprehension|active_listening|monitoring|speaking|active_learning|learning_strategies|mathematics|writing|science,3.12,3.0,3.0,3.0,2.62,2.38,3.0,2.88,2.5,2.5,1.25,0.5,3.5,3.12,3.0,2.88,2.75,2.75,3.0,3.0
51-7011.00,Cabinetmakers and Bench Carpenters,monitoring|reading_comprehension|speaking|active_listening|mathematics|critical_thinking|active_learning|writing|learning_strategies|science,critical_thinking|monitoring|reading_comprehension|speaking|mathematics|active_listening|active_learning|writing|learning_strategies|science,2.88,2.88,2.75,2.75,2.38,2.25,2.88,2.88,2.75,2.88,1.0,0.0,2.75,3.0,2.62,2.5,2.0,2.0,3.0,3.0
51-7021.00,Furniture Finishers,active_listening|critical_thinking|monitoring|speaking|reading_comprehension|active_learning|learning_strategies|writing|mathematics|science,critical_thinking|active_listening|monitoring|reading_comprehension|active_learning|speaking|writing|learning_strategies|mathematics|science,2.75,2.75,3.12,3.0,2.38,2.25,3.0,2.38,2.0,1.75,1.12,0.12,3.12,3.12,2.75,2.75,2.5,2.25,3.12,2.88
51-7031.00,"Model Makers, Wood",monitoring|reading_comprehension|speaking|critical_thinking|active_listening|active_learning|writing|mathematics|learning_strategies|science,critical_thinking|monitoring|reading_comprehension|active_listening|speaking|writing|active_learning|mathematics|learning_strategies|science,3.0,2.88,2.88,2.88,2.62,2.62,3.0,2.88,2.38,2.12,1.62,0.62,3.0,3.0,2.75,2.62,2.25,1.88,3.12,3.0
51-7032.00,"Patternmakers, Wood",reading_comprehension|monitoring|active_listening|mathematics|critical_thinking|speaking|active_learning|writing|learning_strategies|science,critical_thinking|reading_comprehension|active_listening|mathematics|monitoring|speaking|active_learning|writing|learning_strategies|science,3.12,3.0,3.0,3.0,2.62,2.12,2.88,2.5,3.0,3.0,1.75,0.88,3.0,3.12,2.75,2.5,2.12,2.0,3.12,3.0
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",critical_thinking|monitoring|active_listening|speaking|reading_comprehension|active_learning|mathematics|learning_strategies|writing|science,monitoring|critical_thinking|reading_comprehension|active_listening|speaking|active_learning|learning_strategies|mathematics|writing|science,2.38,2.62,2.75,2.5,1.75,1.38,2.62,2.12,2.0,1.5,1.25,0.25,3.0,2.75,2.12,2.0,2.0,1.88,3.0,2.88
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",monitoring|speaking|critical_thinking|active_listening|reading_comprehension|active_learning|mathematics|learning_strategies|writing|science,critical_thinking|monitoring|reading_comprehension|active_listening|speaking|mathematics|active_learning|learning_strategies|writing|science,2.75,2.75,2.88,2.75,1.88,1.75,3.0,2.5,2.38,2.5,1.5,0.5,3.0,2.88,2.5,2.12,2.25,2.12,3.12,2.88
51-8011.00,Nuclear Power Reactor Operators,reading_comprehension|active_listening|critical_thinking|monitoring|writing|speaking|active_learning|learning_strategies|mathematics|science,critical_thinking|monitoring|reading_comprehension|active_listening|speaking|active_learning|writing|science|learning_strategies|mathematics,4.0,3.88,3.88,3.88,3.5,3.0,3.25,3.25,2.75,2.75,2.75,3.0,3.88,4.0,3.12,3.12,3.0,3.0,3.88,4.0
51-8012.00,Power Distributors and Dispatchers,reading_comprehension|active_listening|critical_thinking|monitoring|speaking|writing|active_learning|mathematics|learning_strategies|science,critical_thinking|reading_comprehension|active_listening|monitoring|speaking|writing|active_learning|mathematics|learning_strategies|science,3.62,3.62,3.62,3.62,3.12,3.0,3.5,3.38,2.75,2.88,1.88,1.25,3.62,3.75,3.0,3.0,2.75,2.75,3.62,3.5
51-8013.00,Power Plant Operators,critical_thinking|speaking|active_listening|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,critical_thinking|reading_comprehension|active_listening|monitoring|writing|speaking|active_learning|learning_strategies|mathematics|science,3.12,3.12,3.25,3.12,3.0,3.0,3.38,3.0,2.0,1.88,2.0,1.75,3.75,3.75,2.88,3.0,2.38,2.0,3.25,3.12
51-8013.03,Biomass Plant Technicians,monitoring|critical_thinking|reading_comprehension|active_listening|writing|speaking|active_learning|learning_strategies|mathematics|science,monitoring|critical_thinking|reading_comprehension|active_listening|writing|speaking|active_learning|learning_strategies|mathematics|science,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,2.75,2.25,1.62,3.12,3.12,3.0,3.0,3.0,3.0,3.38,3.25
51-8013.04,Hydroelectric Plant Technicians,critical_thinking|monitoring|reading_comprehension|active_listening|speaking|writing|mathematics|active_learning|learning_strategies|science,monitoring|reading_comprehension|active_listening|mathematics|critical_thinking|writing|speaking|active_learning|learning_strategies|science,3.25,3.62,3.12,3.12,3.0,3.0,3.12,3.0,3.0,3.12,2.38,2.0,3.88,3.12,3.0,3.0,2.62,2.5,3.62,3.75
51-8021.00,Stationary Engineers and Boiler Operators,active_listening|critical_thinking|reading_comprehension|active_learning|monitoring|speaking|writing|science|mathematics|learning_strategies,reading_comprehension|active_listening|critical_thinking|active_learning|monitoring|writing|speaking|mathematics|science|learning_strategies,3.12,3.12,3.25,3.12,2.88,3.0,3.0,3.0,2.12,2.12,2.25,2.12,3.25,3.12,3.12,3.12,2.12,2.12,3.12,3.12
51-8031.00,Water and Wastewater Treatment Plant and System Operators,monitoring|active_listening|speaking|reading_comprehension|critical_thinking|mathematics|writing|active_learning|learning_strategies|science,monitoring|reading_comprehension|active_listening|speaking|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,3.0,3.0,3.12,3.0,2.75,2.88,3.12,3.0,2.88,2.88,2.62,2.0,3.0,3.0,2.75,2.88,2.75,2.75,3.62,3.62
51-8091.00,Chemical Plant and System Operators,monitoring|critical_thinking|reading_comprehension|active_listening|speaking|writing|active_learning|mathematics|learning_strategies|science,monitoring|active_listening|critical_thinking|reading_comprehension|writing|speaking|active_learning|science|learning_strategies|mathematics,3.12,3.38,3.12,3.5,3.0,3.0,3.12,3.0,2.75,2.62,2.62,2.75,3.62,3.5,3.0,3.0,2.75,2.75,3.75,3.75
51-8092.00,Gas Plant Operators,monitoring|critical_thinking|reading_comprehension|active_listening|writing|speaking|mathematics|active_learning|learning_strategies|science,monitoring|critical_thinking|reading_comprehension|active_listening|writing|speaking|active_learning|mathematics|learning_strategies|science,3.12,3.12,3.0,3.0,3.0,3.0,3.0,3.0,2.88,2.88,2.0,1.75,3.5,3.25,2.88,3.0,2.75,2.62,3.62,3.5
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",monitoring|reading_comprehension|speaking|active_listening|writing|critical_thinking|active_learning|learning_strategies|mathematics|science,critical_thinking|monitoring|reading_comprehension|active_listening|writing|speaking|active_learning|learning_strategies|mathematics|science,3.5,3.38,3.0,3.0,3.0,3.0,3.12,3.0,2.62,2.75,2.0,1.75,3.0,3.5,3.0,3.0,2.88,2.88,3.62,3.5
51-8099.01,Biofuels Processing Technicians,reading_comprehension|monitoring|active_listening|speaking|writing|critical_thinking|mathematics|science|active_learning|learning_strategies,reading_comprehension|speaking|active_listening|monitoring|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,3.5,3.75,3.25,3.38,3.12,3.0,3.25,3.5,2.88,2.88,2.88,2.5,3.12,3.12,2.88,2.75,2.5,2.75,3.38,3.25
51-9011.00,Chemical Equipment Operators and Tenders,monitoring|reading_comprehension|active_listening|writing|critical_thinking|speaking|active_learning|mathematics|learning_strategies|science,monitoring|reading_comprehension|active_listening|writing|critical_thinking|speaking|active_learning|mathematics|learning_strategies|science,3.12,3.0,3.0,3.0,3.0,3.0,2.88,2.88,2.62,2.62,2.5,2.0,3.0,3.0,2.88,2.88,2.62,2.62,3.62,3.12
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",critical_thinking|monitoring|reading_comprehension|active_listening|writing|speaking|active_learning|learning_strategies|mathematics|science,monitoring|active_listening|critical_thinking|reading_comprehension|writing|speaking|active_learning|learning_strategies|mathematics|science,3.0,2.88,3.0,3.0,2.88,2.88,2.88,2.88,2.62,2.62,2.5,2.0,3.12,3.0,2.88,2.88,2.75,2.88,3.12,3.12
