O*NET-SOC Code,Title,specific_interest_areas_ranked,specific_interest_areas_ds_accounting_value,specific_interest_areas_ds_agriculture_value,specific_interest_areas_ds_animal_service_value,specific_interest_areas_ds_applied_arts_and_design_value,specific_interest_areas_ds_athletics_value,specific_interest_areas_ds_business_initiatives_value,specific_interest_areas_ds_construction_woodwork_value,specific_interest_areas_ds_creative_writing_value,specific_interest_areas_ds_culinary_art_value,specific_interest_areas_ds_engineering_value,specific_interest_areas_ds_finance_value,specific_interest_areas_ds_health_care_service_value,specific_interest_areas_ds_human_resources_value,specific_interest_areas_ds_humanities_value,specific_interest_areas_ds_information_technology_value,specific_interest_areas_ds_law_value,specific_interest_areas_ds_life_science_value,specific_interest_areas_ds_management_administration_value,specific_interest_areas_ds_marketing_advertising_value,specific_interest_areas_ds_mathematics_statistics_value,specific_interest_areas_ds_mechanics_electronics_value,specific_interest_areas_ds_media_value,specific_interest_areas_ds_medical_science_value,specific_interest_areas_ds_music_value,specific_interest_areas_ds_nature_outdoors_value,specific_interest_areas_ds_office_work_value,specific_interest_areas_ds_performing_arts_value,specific_interest_areas_ds_personal_service_value,specific_interest_areas_ds_physical_manual_labor_value,specific_interest_areas_ds_physical_science_value,specific_interest_areas_ds_politics_value,specific_interest_areas_ds_professional_advising_value,specific_interest_areas_ds_protective_service_value,specific_interest_areas_ds_public_speaking_value,specific_interest_areas_ds_religious_activities_value,specific_interest_areas_ds_sales_value,specific_interest_areas_ds_social_science_value,specific_interest_areas_ds_social_service_value,specific_interest_areas_ds_teaching_education_value,specific_interest_areas_ds_transportation_machine_operation_value,specific_interest_areas_ds_visual_arts_value,specific_interest_areas_oi_accounting_value,specific_interest_areas_oi_agriculture_value,specific_interest_areas_oi_animal_service_value,specific_interest_areas_oi_applied_arts_and_design_value,specific_interest_areas_oi_athletics_value,specific_interest_areas_oi_business_initiatives_value,specific_interest_areas_oi_construction_woodwork_value,specific_interest_areas_oi_creative_writing_value,specific_interest_areas_oi_culinary_art_value,specific_interest_areas_oi_engineering_value,specific_interest_areas_oi_finance_value,specific_interest_areas_oi_health_care_service_value,specific_interest_areas_oi_human_resources_value,specific_interest_areas_oi_humanities_value,specific_interest_areas_oi_information_technology_value,specific_interest_areas_oi_law_value,specific_interest_areas_oi_life_science_value,specific_interest_areas_oi_management_administration_value,specific_interest_areas_oi_marketing_advertising_value,specific_interest_areas_oi_mathematics_statistics_value,specific_interest_areas_oi_mechanics_electronics_value,specific_interest_areas_oi_media_value,specific_interest_areas_oi_medical_science_value,specific_interest_areas_oi_music_value,specific_interest_areas_oi_nature_outdoors_value,specific_interest_areas_oi_office_work_value,specific_interest_areas_oi_performing_arts_value,specific_interest_areas_oi_personal_service_value,specific_interest_areas_oi_physical_manual_labor_value,specific_interest_areas_oi_physical_science_value,specific_interest_areas_oi_politics_value,specific_interest_areas_oi_professional_advising_value,specific_interest_areas_oi_protective_service_value,specific_interest_areas_oi_public_speaking_value,specific_interest_areas_oi_religious_activities_value,specific_interest_areas_oi_sales_value,specific_interest_areas_oi_social_science_value,specific_interest_areas_oi_social_service_value,specific_interest_areas_oi_teaching_education_value,specific_interest_areas_oi_transportation_machine_operation_value,specific_interest_areas_oi_visual_arts_value
11-3013.01,Security Managers,law|protective_service|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.0,1.05,1.0,1.09,2.65,1.09,1.14,1.0,1.51,1.73,1.36,3.12,1.19,2.53,3.2,1.03,6.19,1.15,1.79,1.71,1.22,1.16,1.0,1.06,2.34,1.0,1.49,1.4,1.1,1.8,1.54,5.42,2.78,1.0,1.27,1.72,1.33,1.68,1.26,1.0
11-3021.00,Computer and Information Systems Managers,business_initiatives|information_technology|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1.0,1.0,1.16,1.0,4.46,1.0,1.14,1.0,2.64,2.31,1.42,2.98,1.19,6.12,1.44,1.21,6.37,1.54,2.84,1.93,1.27,1.25,1.0,1.0,2.0,1.0,1.62,1.0,1.35,1.46,1.81,1.28,2.96,1.0,1.58,1.35,1.19,1.93,1.0,1.11
11-3031.00,Financial Managers,office_work|accounting|business_initiatives|management_administration|finance|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,1.0,1.0,1.0,1.0,5.97,1.0,1.14,1.0,1.0,6.85,1.13,3.27,1.03,2.08,2.35,1.0,6.6,2.08,2.71,1.06,1.17,1.0,1.0,1.0,4.46,1.0,2.31,1.0,1.0,1.71,2.46,1.12,3.06,1.0,3.48,1.6,1.35,1.57,1.0,1.0
11-3031.01,Treasurers and Controllers,office_work|mathematics_statistics|business_initiatives|accounting|management_administration|finance|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mechanics_electronics|media|medical_science|music|nature_outdoors|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,1.0,1.0,1.0,1.0,4.73,1.0,1.07,1.0,1.0,6.85,1.06,2.47,1.0,1.53,1.95,1.0,6.51,1.24,4.33,1.0,1.05,1.0,1.0,1.0,4.14,1.0,1.18,1.0,1.0,1.44,1.75,1.12,2.48,1.0,1.31,1.38,1.11,1.51,1.0,1.0
11-3031.03,Investment Fund Managers,mathematics_statistics|business_initiatives|management_administration|finance|accounting|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,1.0,1.0,1.0,1.0,6.03,1.0,1.14,1.0,1.06,6.71,1.0,1.6,1.19,2.53,2.87,1.03,6.11,2.08,4.21,1.03,1.38,1.0,1.0,1.0,2.95,1.0,1.49,1.0,1.1,1.99,1.86,1.12,3.57,1.0,3.72,1.84,1.08,1.36,1.0,1.0
11-3051.00,Industrial Production Managers,engineering|business_initiatives|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,1.34,1.0,1.1,1.06,3.89,2.19,1.11,1.5,3.38,2.44,1.03,3.34,1.06,1.89,1.22,1.34,6.46,1.35,2.41,3.14,1.1,1.19,1.0,1.02,2.15,1.0,1.18,1.68,1.42,1.32,1.47,1.23,2.12,1.0,1.6,1.24,1.06,1.45,2.0,1.04
11-3051.01,Quality Control Systems Managers,engineering|mathematics_statistics|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1.3,1.0,1.1,1.0,2.68,1.44,1.11,1.19,3.16,1.59,1.49,2.25,1.03,2.77,1.51,2.42,5.93,1.32,3.56,2.16,1.1,2.65,1.0,1.0,2.37,1.0,1.18,1.21,2.63,1.17,1.33,1.16,2.12,1.0,1.36,1.29,1.11,1.93,1.13,1.11
11-3061.00,Purchasing Managers,office_work|business_initiatives|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,1.11,1.0,1.1,1.0,4.59,1.18,1.14,1.31,1.23,3.12,1.19,2.8,1.12,1.92,2.21,1.03,6.46,1.43,1.7,1.26,1.05,1.03,1.0,1.0,3.96,1.0,1.46,1.04,1.07,1.56,1.61,1.04,2.32,1.0,2.1,1.24,1.1,1.42,1.1,1.0
11-3071.00,"Transportation, Storage, and Distribution Managers",accounting|business_initiatives|management_administration|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,1.3,1.05,1.0,1.0,4.55,1.18,1.07,1.12,2.01,2.84,1.1,2.98,1.0,2.5,2.5,1.03,6.55,1.32,2.44,2.35,1.12,1.05,1.0,1.13,3.03,1.0,1.46,1.6,1.16,1.59,1.47,1.63,2.22,1.0,2.13,1.24,1.15,1.42,2.77,1.0
11-3071.04,Supply Chain Managers,accounting|business_initiatives|management_administration|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,1.26,1.0,1.0,1.0,5.06,1.18,1.02,1.23,1.66,2.57,1.19,2.4,1.06,2.5,1.47,1.18,6.33,1.54,2.74,1.59,1.1,1.05,1.0,1.06,2.81,1.0,1.3,1.3,1.18,1.26,1.43,1.12,2.68,1.0,2.07,1.29,1.1,1.45,1.9,1.02
11-3111.00,Compensation and Benefits Managers,accounting|management_administration|human_resources|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,1.0,1.0,1.0,1.0,3.57,1.0,1.21,1.0,1.0,3.9,1.32,6.66,1.16,1.47,3.6,1.0,6.42,1.35,2.64,1.0,1.22,1.0,1.0,1.0,3.33,1.0,1.68,1.0,1.0,1.86,2.73,1.0,2.75,1.0,1.43,2.28,1.91,1.84,1.0,1.02
11-3121.00,Human Resources Managers,professional_advising|business_initiatives|office_work|management_administration|human_resources|accounting|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.0,1.0,1.05,1.09,4.06,1.0,1.26,1.0,1.0,1.97,1.52,6.89,1.35,1.86,3.35,1.0,6.73,1.83,1.94,1.0,1.48,1.08,1.0,1.0,4.37,1.07,2.04,1.0,1.0,2.52,4.01,1.67,3.79,1.04,1.68,2.64,2.45,2.64,1.0,1.04
11-3131.00,Training and Development Managers,teaching_education|professional_advising|public_speaking|human_resources|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|social_service|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.69,1.0,1.0,1.38,1.2,3.26,1.0,1.36,1.19,1.26,1.53,1.69,5.85,1.48,2.3,1.62,1.21,6.15,2.02,1.67,1.2,2.18,1.19,1.14,1.06,2.88,1.3,2.34,1.02,1.07,1.59,5.71,1.23,5.73,1.13,1.95,2.91,2.89,5.22,1.0,1.35
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",business_initiatives|nature_outdoors|management_administration|agriculture|accounting|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,7.0,3.19,1.1,1.2,4.02,2.02,1.07,1.46,2.04,2.7,1.1,2.69,1.09,1.56,1.33,3.29,6.06,2.14,1.94,2.42,1.1,1.54,1.0,5.46,1.87,1.0,1.46,3.8,1.95,1.96,1.49,1.12,1.93,1.0,2.8,1.26,1.1,1.71,3.27,1.0
11-9021.00,Construction Managers,engineering|construction_woodwork|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,1.08,1.0,1.29,1.06,3.69,4.67,1.11,1.0,3.97,2.47,1.0,2.91,1.06,2.05,2.68,1.08,6.19,1.37,2.22,2.59,1.17,1.0,1.0,1.52,1.98,1.0,1.34,1.93,1.44,1.65,1.49,1.48,2.78,1.0,2.04,1.26,1.1,1.36,2.25,1.13
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",professional_advising|human_resources|teaching_education|social_service|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.88,1.0,1.0,1.32,1.14,2.65,1.0,1.62,1.19,1.0,2.25,1.56,4.49,1.71,1.59,1.73,1.15,6.33,2.05,1.7,1.03,1.71,1.14,1.28,1.06,3.34,1.17,3.5,1.12,1.03,1.71,4.33,1.32,3.75,1.4,1.68,2.74,5.53,4.64,1.0,1.3
11-9032.00,"Education Administrators, Kindergarten through Secondary",human_resources|teaching_education|public_speaking|professional_advising|social_service|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.42,1.0,1.0,1.32,2.03,3.04,1.0,1.51,1.0,1.12,2.09,1.46,4.2,2.24,1.83,1.91,1.15,6.33,1.93,1.97,1.11,1.85,1.16,1.19,1.02,2.99,1.15,2.38,1.02,1.1,2.72,5.02,1.63,4.61,1.34,1.5,2.64,5.23,4.52,1.0,1.2
11-9033.00,"Education Administrators, Postsecondary",business_initiatives|public_speaking|human_resources|professional_advising|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,1.0,1.0,1.24,1.38,4.23,1.0,1.33,1.04,1.06,2.77,1.29,4.64,2.58,2.01,1.99,1.6,6.33,2.63,2.28,1.06,2.09,1.51,1.14,1.06,3.41,1.17,3.0,1.0,1.37,2.72,4.86,1.23,4.57,1.22,2.07,2.91,3.64,3.53,1.0,1.13
11-9041.00,Architectural and Engineering Managers,engineering|business_initiatives|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.08,1.0,1.97,1.0,5.26,2.36,1.21,1.04,4.95,2.57,1.19,2.58,1.28,2.87,1.95,1.54,6.33,1.69,3.34,2.42,1.38,1.45,1.0,1.57,2.88,1.04,1.43,1.17,2.43,1.77,1.7,1.16,3.83,1.0,2.1,1.49,1.15,1.57,1.3,1.61
11-9051.00,Food Service Managers,human_resources|culinary_art|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,1.22,1.0,1.24,1.11,3.0,1.06,1.09,4.0,1.17,2.57,1.1,3.93,1.12,1.13,1.36,1.23,6.33,1.86,1.65,1.26,1.14,1.03,1.04,1.0,2.21,1.04,3.87,2.13,1.14,1.2,1.78,1.24,2.0,1.0,2.57,1.32,1.35,1.96,1.19,1.04
11-9071.00,Gambling Managers,accounting|business_initiatives|management_administration|agriculture|animal_service|applied_arts_and_design|athletics|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,1.0,1.0,1.0,1.0,4.5,1.0,1.07,1.04,1.09,2.91,1.03,3.83,1.09,1.71,2.46,1.0,6.42,2.76,1.85,1.17,1.14,1.0,1.0,1.0,2.5,1.0,2.93,1.12,1.0,1.5,1.51,2.56,2.41,1.0,3.45,1.49,1.25,1.65,1.0,1.0
